location_id,num_votes,trueskill.score,trueskill.stds.-1,study_question,trueskill_norm
513e5df1fdc9f0358700af26,12,24.62119199,2.441593821,safer,5.071225563
513d693cfdc9f0358700466e,12,37.59842429,3.225998948,safer,8.685551075
513e6578fdc9f0358700b989,14,24.37282098,2.553000697,safer,5.002051052
51421adffdc9f049260083be,13,26.55961439,2.497990418,safer,5.611101045
50f42c7cfdc9f065f0001d02,16,21.43055599,2.256843962,safer,4.182592544
5140dc09fdc9f04926003f7c,12,34.08492069,3.200611306,safer,7.706995292
51408c13fdc9f0358700ea6a,15,28.65826566,2.340019861,safer,6.195602319
50f5608bfdc9f065f00051d1,14,21.81682363,2.411477912,safer,4.290173034
513d9ef5fdc9f035870085a6,20,31.97704825,2.211291417,safer,7.119925804
514135e5fdc9f04926004b79,12,31.46249215,3.081650359,safer,6.976615336
50f56450fdc9f065f0006294,14,21.0074985,2.616465713,safer,4.064765612
5142293bfdc9f0492600882a,12,28.17983101,2.579841415,safer,6.062352136
50f5ec18fdc9f065f0008717,16,11.92810836,3.033409656,safer,1.536039094
513e5e1bfdc9f0358700af98,13,22.96575428,2.527390315,safer,4.610164942
513e1fd5fdc9f0358700a03a,12,23.9091519,2.872009399,safer,4.872913272
513d787bfdc9f035870061a0,16,26.76355977,2.224946509,safer,5.667902447
513f2e2efdc9f0358700db80,14,20.54201752,2.36715833,safer,3.935123192
513d7992fdc9f0358700653e,14,23.41872037,2.266652708,safer,4.736321805
513f2d43fdc9f0358700d9e1,14,23.5053353,2.419807377,safer,4.760445173
514146e1fdc9f04926006908,16,21.38393817,2.29165071,safer,4.169608884
50f607cdbeb2fed6f8000222,13,22.34079687,2.361177366,safer,4.436106296
513e5f98fdc9f0358700b278,15,31.56116017,2.557665197,safer,7.004095644
5141445dfdc9f049260064c7,18,24.23412137,2.034317508,safer,4.963421432
50f42c72fdc9f065f0001c5b,12,19.88670157,2.568082218,safer,3.752609301
50f42b7cfdc9f065f00013e2,12,30.40726536,2.650436192,safer,6.682721152
513d9ba2fdc9f03587007a95,14,26.98055188,2.441834508,safer,5.72833753
513d7e97fdc9f03587007434,21,28.81548045,2.038851473,safer,6.239388652
513d5c00fdc9f0358700363e,17,27.40065483,2.205499788,safer,5.845341584
513d580ffdc9f03587003292,16,26.30073956,2.298270059,safer,5.539001085
513d6904fdc9f03587004599,16,24.19347981,2.250306706,safer,4.952102237
513e1da3fdc9f03587009a57,13,28.25362367,2.518357931,safer,6.082904339
513d5585fdc9f03587002f50,18,23.44873841,2.217842997,safer,4.744682215
513e649cfdc9f0358700b860,14,17.60466261,2.70565072,safer,3.117032205
50f46498fdc9f065f0004822,17,27.14037464,2.232952418,safer,5.772850215
51414d73fdc9f049260075bd,13,27.82700681,2.576473801,safer,5.964086076
5140caccfdc9f04926002954,12,23.96640623,2.765095337,safer,4.888859337
513d2eb4fdc9f035870025d1,16,31.90204278,2.4354199,safer,7.099035819
513e6c9afdc9f0358700c1b1,12,17.08291313,2.891260897,safer,2.971718289
5185d4dcfdc9f03fd5001437,14,29.681961,2.546549628,safer,6.480714591
50e5f7d6d7c3df413b000587,13,26.97619749,2.563404836,safer,5.727124776
513d5ac3fdc9f0358700342f,23,26.20838303,2.002038888,safer,5.513278609
50f5eb19fdc9f065f0007f7e,12,18.6868233,2.93835257,safer,3.418427826
50f55e54fdc9f065f0004be7,12,26.99340106,2.536975763,safer,5.731916192
513d77cafdc9f03587005f5a,13,27.19414644,2.567809094,safer,5.787826353
514132f9fdc9f04926004142,13,30.49069643,2.625290785,safer,6.705957772
513d783afdc9f035870060c1,12,32.29834177,2.584359208,safer,7.209410165
5140914bfdc9f0492600049f,19,21.81775335,2.280083921,safer,4.290431971
51421a77fdc9f0492600834c,14,29.4704971,2.354289897,safer,6.421819185
50f5ecf1fdc9f065f0008b46,14,29.16026324,2.296850083,safer,6.335415077
5140997afdc9f04926000e0c,13,27.35418536,2.39064768,safer,5.832399241
50f43baafdc9f065f00032d7,15,23.00693359,2.469340033,safer,4.62163391
51414e29fdc9f0492600778f,13,19.19225331,2.871883014,safer,3.559196561
5140cfb1fdc9f04926003178,19,22.28246106,2.219299354,safer,4.419859024
50f5e562fdc9f065f00067d4,13,25.44238126,2.527341278,safer,5.299937298
513e5be9fdc9f0358700a999,12,24.58201581,2.672624834,safer,5.060314493
50f5eaf6fdc9f065f0007efa,18,11.59686544,2.837831345,safer,1.443783696
50f56204fdc9f065f00058a5,15,24.82774353,2.364315957,safer,5.128752812
50f5ebd1fdc9f065f00085d4,16,19.98438486,2.369202287,safer,3.77981535
513d7ce3fdc9f0358700703a,15,28.8331346,2.345960494,safer,6.244305561
51413839fdc9f0492600518e,15,33.93946536,2.99040791,safer,7.66648412
5140b854fdc9f04926001c15,12,22.15398417,2.543332227,safer,4.384076563
50f5625bfdc9f065f000597f,13,27.63881378,2.542925784,safer,5.911671905
513d9be8fdc9f03587007b73,15,19.83542172,2.275158678,safer,3.738327206
51409db3fdc9f04926001347,13,27.64520526,2.748954113,safer,5.913452014
50f439fbfdc9f065f0002e52,14,26.19456332,2.3882978,safer,5.509429641
51408fb3fdc9f04926000144,14,17.12999643,2.574133165,safer,2.98483159
513d6872fdc9f0358700438c,21,23.22525671,2.301102532,safer,4.682439696
5185cdc6fdc9f03fd5000d88,12,27.69949972,2.524198529,safer,5.928573717
513cc770fdc9f03587001a42,12,27.11089051,2.569903635,safer,5.764638507
5141330ffdc9f0492600418f,15,28.80179586,2.267079787,safer,6.235577318
513f112afdc9f0358700c7d3,16,18.53778374,2.353589635,safer,3.3769184
5185d15dfdc9f03fd50010de,15,14.7368365,2.667575881,safer,2.31830588
50f42c7dfdc9f065f0001d27,16,27.94503018,2.500941769,safer,5.996957098
51408bccfdc9f0358700e9de,12,22.72075585,2.493247962,safer,4.541929742
5140d2f2fdc9f04926003354,12,20.52895164,2.94634494,safer,3.931484178
513d7acafdc9f03587006952,13,21.42372048,2.598798996,safer,4.180688768
513cc350fdc9f03587001662,13,35.56815348,2.798024017,safer,8.120094635
513d77effdc9f03587005fcd,14,21.24548355,2.356442195,safer,4.131047499
50f5e56cfdc9f065f00068ec,18,35.40444242,2.47768221,safer,8.074499007
50f55e36fdc9f065f0004b5b,13,19.61086836,2.669786836,safer,3.675786219
51409e73fdc9f04926001431,13,20.29940135,2.639832994,safer,3.867551481
513d5a50fdc9f035870033f1,22,17.47175403,2.179075922,safer,3.080015463
50f43487fdc9f065f00028df,14,30.29349529,2.552502961,safer,6.651034728
51421a51fdc9f04926008323,13,16.69513071,2.918102071,safer,2.863715915
5141457afdc9f049260065fa,23,30.2854406,2.10516389,safer,6.648791394
513d5675fdc9f03587002fbc,12,27.66076589,2.515768341,safer,5.917785848
50f3981dfdc9f065f0000de7,12,30.61897549,2.760661281,safer,6.741685135
5140caeefdc9f049260029c3,14,17.19306308,2.77449432,safer,3.00239646
513e1e17fdc9f03587009b86,17,26.05439362,2.128453903,safer,5.470390584
50f44859fdc9f065f0003ec5,14,24.68230674,2.475623917,safer,5.088246804
513f2db6fdc9f0358700dab3,13,24.38126876,2.283319084,safer,5.004403866
50f60c51beb2fed9100002cc,14,23.2125752,2.599119955,safer,4.678907733
51414759fdc9f04926006a27,12,29.72837889,2.561951037,safer,6.493642568
5140c922fdc9f0492600244a,17,18.35544421,2.283006651,safer,3.326134504
50f562d5fdc9f065f0005a84,20,26.03081262,1.865215901,safer,5.463822974
50f433d8fdc9f065f00027a7,18,27.34236307,2.178192568,safer,5.829106583
513e1f52fdc9f03587009ece,12,24.9708412,2.536980083,safer,5.168607349
50f42b7efdc9f065f0001401,21,26.77361026,2.079757877,safer,5.670701637
50f562e3fdc9f065f0005b6e,13,29.98095452,2.740830474,safer,6.563988117
513cc86afdc9f03587001b33,18,22.55369028,2.284517231,safer,4.495399838
50f5eaebfdc9f065f0007e1a,12,19.93712189,2.925145403,safer,3.766652007
5140cb20fdc9f04926002a69,14,23.67399024,2.412189622,safer,4.807417736
5140b6b6fdc9f049260017d1,12,22.75386748,2.673716039,safer,4.551151754
50f6167cbeb2fed910000913,14,21.72089952,2.424898228,safer,4.263456938
513e703cfdc9f0358700c6a0,12,20.92756271,2.617465304,safer,4.042502468
513e1bc4fdc9f03587009567,17,24.36282818,2.215365504,safer,4.99926793
51392c98818ede1296001221,14,29.02787973,2.420419009,safer,6.298544575
50f3981ffdc9f065f0000df7,13,28.57154297,2.812695578,safer,6.171448937
513d79c6fdc9f035870065e5,12,28.38858331,2.801969373,safer,6.120492328
50f56410fdc9f065f0006095,17,26.2913757,2.353044002,safer,5.53639313
50f5ee99fdc9f065f0008f21,12,19.78587199,2.958109661,safer,3.724526973
51422cd9fdc9f04926008b8d,13,32.24899071,2.888542411,safer,7.195665265
50f5e8cbfdc9f065f00074e7,16,29.12656344,2.275967522,safer,6.326029253
50f5eaf4fdc9f065f0007ec5,14,20.14899822,2.560368082,safer,3.825662281
50f5ee92fdc9f065f0008e8c,24,30.47332742,1.951428537,safer,6.701120282
50f5ecf4fdc9f065f0008b9c,14,28.07660311,2.610035064,safer,6.033601845
51414b2cfdc9f04926007050,13,16.96746561,2.957179841,safer,2.939564674
513d572efdc9f03587003103,13,30.75248722,2.673899112,safer,6.778869864
5140cbeffdc9f04926002ca0,16,25.84373018,2.58534673,safer,5.411718117
513cc60efdc9f035870018fa,19,30.86370416,2.2141449,safer,6.809845207
51414b8ffdc9f049260070fb,13,12.2562038,3.392695352,safer,1.62741788
514138a0fdc9f04926005277,19,23.76478693,2.274374764,safer,4.832705776
513d9c1bfdc9f03587007c1d,12,31.07077,2.658995102,safer,6.867515696
514142b8fdc9f0492600630f,12,33.03150143,2.657579972,safer,7.413604527
513e6de0fdc9f0358700c36b,12,20.55618768,2.83074965,safer,3.939069765
51415046fdc9f04926007cde,16,23.4681737,2.289113902,safer,4.750095192
513d67d5fdc9f03587004194,13,33.63922751,2.549755786,safer,7.582864031
50f5e6cafdc9f065f0006e45,12,20.69491389,2.679302781,safer,3.977706792
50f5e640fdc9f065f0006baa,12,20.22281609,3.012567842,safer,3.846221503
51422e20fdc9f04926008cbd,16,25.64519129,2.435464445,safer,5.356422491
513d78dffdc9f035870062fa,12,30.93544692,2.674113253,safer,6.829826484
513da0cbfdc9f03587008a30,13,28.4458525,2.43324653,safer,6.136442531
513d303efdc9f035870026f9,15,21.90429013,2.304912977,safer,4.314533573
51422851fdc9f0492600874c,14,21.00002311,2.557925571,safer,4.062683619
50f44568fdc9f065f000350d,12,20.72302547,2.852870093,safer,3.985536228
51413b19fdc9f04926005898,13,26.24773077,2.409842055,safer,5.524237459
513d7f30fdc9f03587007577,13,24.54106678,2.426866687,safer,5.048909665
514091b0fdc9f0492600056d,16,16.37984616,2.816463336,safer,2.775905126
513e23b2fdc9f0358700a6dc,12,26.69753482,2.497323644,safer,5.64951365
50f5eacbfdc9f065f0007d0c,16,20.34666899,2.35878403,safer,3.880716123
50f42b4ffdc9f065f00012c1,16,25.2416549,2.463063059,safer,5.244032435
50f42b80fdc9f065f0001453,17,25.84430494,2.447828957,safer,5.411878195
513d5ca5fdc9f03587003761,15,16.10621222,2.77043045,safer,2.699694568
513e1cbafdc9f035870097f3,14,28.53795038,2.402997701,safer,6.16209297
51413af4fdc9f04926005837,13,22.76636674,2.64128286,safer,4.554632958
513d5776fdc9f03587003181,12,20.32232578,2.950591337,safer,3.873936227
514134acfdc9f0492600473f,12,23.35506142,2.742547905,safer,4.71859197
5140d858fdc9f049260039c7,12,24.93987246,2.65375927,safer,5.159982156
513d6c46fdc9f03587004f1c,12,21.0466432,3.057231952,safer,4.075667913
514229c4fdc9f0492600889d,12,32.6794123,2.785689762,safer,7.315543194
513d9b4efdc9f0358700798e,13,20.59569019,2.542620719,safer,3.950071719
513f2a6afdc9f0358700d52c,13,28.68396731,2.431587429,safer,6.202760556
513d60c9fdc9f03587003d7a,12,26.57533582,2.764123757,safer,5.615479662
5140cb1bfdc9f04926002a56,12,17.55276278,2.903547805,safer,3.102577437
5140d850fdc9f049260039b6,15,18.11924567,2.573650473,safer,3.260350182
50f42bb1fdc9f065f0001616,12,27.6102714,2.653455429,safer,5.903722486
513e21f1fdc9f0358700a4d2,12,21.49392323,2.483331163,safer,4.200241133
51392934818ede1296001133,13,17.32503042,2.839913853,safer,3.039151057
50f60c4dbeb2fed91000027c,13,22.57446507,2.532051568,safer,4.501185884
50e748ead7c3df413b00145e,12,27.9512132,2.669748833,safer,5.998679146
513d4e0afdc9f03587002e60,12,27.69512875,2.475090494,safer,5.927356346
5140dad8fdc9f04926003e3a,12,28.83305014,2.619411511,safer,6.244282036
513f2f1ffdc9f0358700dd1c,17,20.81209212,2.179839133,safer,4.010342431
50f433c4fdc9f065f0002644,12,27.4357091,2.653036235,safer,5.855104648
50f5eb4cfdc9f065f00081e7,18,20.72187191,2.035841378,safer,3.985214946
50f42c4cfdc9f065f0001a54,13,29.230156,2.74382413,safer,6.354881108
513cbcdefdc9f03587001020,14,27.78384083,2.567060433,safer,5.952063798
50f56448fdc9f065f00061cb,15,24.5983949,2.246044952,safer,5.064876281
513ceeadfdc9f03587002406,16,24.31041322,2.209882892,safer,4.984669692
513f2e2bfdc9f0358700db79,20,29.40020112,2.174384928,safer,6.402240853
513d79e8fdc9f03587006651,14,31.27952455,2.575517764,safer,6.925656514
513f1201fdc9f0358700c8f1,14,21.89650221,2.527133516,safer,4.312364537
513e1efffdc9f03587009df4,14,28.35486884,2.501657276,safer,6.111102415
513d3010fdc9f035870026d9,15,24.19750218,2.48475728,safer,4.953222519
513e5c81fdc9f0358700ab32,12,27.43882319,2.739644049,safer,5.855971964
5140d5b5fdc9f04926003536,12,29.05971313,2.724332349,safer,6.307410583
50f42efbfdc9f065f000247e,14,28.59449995,2.466538815,safer,6.17784275
50f42b80fdc9f065f0001440,15,26.65997094,2.345808831,safer,5.639051629
5185cf90fdc9f03fd5000f4a,16,27.26233691,2.337908729,safer,5.806818271
50f5eceffdc9f065f0008b12,13,22.50194662,2.547056427,safer,4.480988567
5141371afdc9f04926004dd8,13,20.28512777,2.701778878,safer,3.863576106
50f563d0fdc9f065f0005eb2,15,26.41921996,2.43666644,safer,5.571999394
513d7933fdc9f03587006413,22,20.49572204,2.116667599,safer,3.922229308
5141479ffdc9f04926006ac4,13,30.55080015,2.916389153,safer,6.722697428
513cd9e0fdc9f03587001ff5,19,28.57349354,2.068629776,safer,6.171992196
513e6c9efdc9f0358700c1b5,17,27.09517167,2.083387423,safer,5.76026061
513d9ff2fdc9f03587008868,14,23.91438408,2.31372686,safer,4.874370499
50f448b4fdc9f065f0004205,20,24.65636208,2.022135374,safer,5.081020882
513e1d63fdc9f035870099b3,12,23.51124965,2.541593893,safer,4.762092395
513f2c68fdc9f0358700d879,17,30.83069152,2.098619442,safer,6.800650764
50f5ec17fdc9f065f0008709,13,26.94141654,2.376487856,safer,5.717437834
50f5e529fdc9f065f0006741,15,16.10569203,2.580139992,safer,2.699549689
513d6b2cfdc9f03587004c69,12,24.57421726,2.473004338,safer,5.058142498
513d9e81fdc9f03587008421,14,28.23196755,2.537410624,safer,6.076872833
513e6b3bfdc9f0358700bfdc,13,21.65839769,2.500469499,safer,4.246049377
51409061fdc9f049260002a7,12,34.4618821,2.944266693,safer,7.811983878
514136c8fdc9f04926004cd0,14,26.41973223,2.380145189,safer,5.57214207
50f5ed53fdc9f065f0008bed,15,25.5915363,2.29840598,safer,5.341478887
513e1c0dfdc9f0358700962a,12,30.37079676,2.619208618,safer,6.672564177
5185d1dcfdc9f03fd500114c,20,25.04185239,2.118970996,safer,5.188384876
51414eddfdc9f04926007953,13,29.2545528,2.563526458,safer,6.361675929
513d7d45fdc9f03587007173,12,24.12252729,2.451302783,safer,4.932341051
513cbe1efdc9f0358700114c,15,21.8906382,2.261897305,safer,4.310731336
51422c6ffdc9f04926008b2a,16,24.1598424,2.235871495,safer,4.94273379
513e6b9afdc9f0358700c058,12,20.3861657,2.690166803,safer,3.891716463
50f5ebcbfdc9f065f0008555,12,20.09809274,2.623751917,safer,3.811484453
5185d4ddfdc9f03fd5001438,14,24.8913807,2.380811711,safer,5.146476582
513ceed3fdc9f0358700240f,19,22.91759858,2.014156272,safer,4.596752965
513cdca6fdc9f0358700208a,18,27.5941371,2.341693822,safer,5.899228877
50f5eaf4fdc9f065f0007ed3,16,25.62484719,2.432239873,safer,5.350756398
513f310afdc9f0358700df53,12,31.48287661,2.926242652,safer,6.982292669
50f43496fdc9f065f00029fe,21,22.9313164,2.239044704,safer,4.600573553
513d9abcfdc9f035870077ac,12,31.69456878,2.844120245,safer,7.04125165
50f5e58dfdc9f065f00069cd,13,15.98149306,3.179087555,safer,2.664958684
50f5ed95fdc9f065f0008dc4,14,29.22911594,2.548700441,safer,6.354591437
513d6e65fdc9f035870052da,12,23.36961078,2.697882034,safer,4.722644154
5140909bfdc9f04926000326,12,20.64038548,2.86937697,safer,3.962519931
513e210cfdc9f0358700a37a,15,33.66220265,2.981124278,safer,7.589262901
513ce4cdfdc9f03587002228,13,22.97695265,2.276357146,safer,4.613283834
513f14aefdc9f0358700cca4,14,27.16392143,2.654318746,safer,5.779408298
50f561fafdc9f065f0005818,16,26.30867999,2.509249446,safer,5.541212598
51421ba7fdc9f04926008492,14,24.39530522,2.436250224,safer,5.008313203
5140ca0efdc9f04926002702,14,22.3544963,2.342552526,safer,4.439921761
514136fdfdc9f04926004d68,18,17.85991296,2.486491934,safer,3.1881227
513d7c89fdc9f03587006f21,16,27.88873949,1.970551309,safer,5.981279417
513cc1d6fdc9f035870014f1,21,30.94331151,2.068003069,safer,6.832016872
50f5612efdc9f065f0005521,12,30.96681925,2.628476895,safer,6.838564081
51414cf9fdc9f04926007484,12,22.20798025,2.742860486,safer,4.399115164
513ccf36fdc9f03587001dc7,13,21.91023723,2.450016742,safer,4.316189917
50f43b91fdc9f065f000321e,12,23.41905371,2.531046051,safer,4.736414644
513f2960fdc9f0358700d35c,12,24.79828525,2.465413136,safer,5.120548305
51414cf4fdc9f04926007474,17,20.99063121,2.286631036,safer,4.060067855
513d795efdc9f03587006492,16,27.52068973,2.236744334,safer,5.878772843
50f5eab3fdc9f065f0007c7f,12,16.16426986,2.765138688,safer,2.715864365
513e5ff1fdc9f0358700b2fe,13,23.91329292,2.573367078,safer,4.874066598
513d9ae5fdc9f03587007838,14,29.32653082,2.476430072,safer,6.38172273
50f42f00fdc9f065f00025aa,13,25.03746908,2.553597599,safer,5.187164067
50f433d4fdc9f065f0002750,12,31.71024544,2.828684474,safer,7.045617801
513cc5fcfdc9f035870018e8,14,23.46014729,2.313484207,safer,4.747859732
51409214fdc9f0492600063a,15,25.90736054,2.466917919,safer,5.429439988
513d7fb8fdc9f03587007642,17,21.01970004,2.168332045,safer,4.068163897
50f4648efdc9f065f0004759,12,26.89853571,2.718429381,safer,5.705494975
5185cbc2fdc9f03fd5000b85,16,36.50570576,2.931823912,safer,8.381214959
51408c7efdc9f0358700eb34,12,23.51284745,2.425927566,safer,4.762537402
50f60c45beb2fed9100001df,13,29.00575593,2.572793999,safer,6.292382813
5140d773fdc9f049260037f4,15,27.02369602,2.3853432,safer,5.740353724
5141419dfdc9f049260061e4,16,30.97837968,2.311209578,safer,6.841783808
513e5d09fdc9f0358700acab,15,25.47922675,2.472050437,safer,5.31019924
50f5ead2fdc9f065f0007d90,15,14.26109692,2.715988639,safer,2.185806309
513e1f69fdc9f03587009f0c,23,29.15263652,2.137447684,safer,6.333290939
5140d988fdc9f04926003c1b,16,25.47386512,2.330026823,safer,5.308705956
50f439effdc9f065f0002d5d,12,22.61987371,2.543541337,safer,4.513832773
51408cacfdc9f0358700eb8d,13,24.83694116,2.584821315,safer,5.13131447
50f5ea5dfdc9f065f0007adc,12,18.66247481,2.61318108,safer,3.41164646
513e5cdefdc9f0358700ac2d,14,23.04966686,2.411147063,safer,4.633535671
50f4450afdc9f065f000340b,12,30.62989726,2.711495022,safer,6.744726987
514147eafdc9f04926006b80,19,28.65007199,2.163511153,safer,6.193320277
514091e5fdc9f049260005dc,12,25.36397818,2.878680144,safer,5.278101037
50f6166fbeb2fed91000083b,15,24.98611603,2.428873192,safer,5.172861585
50f43badfdc9f065f0003322,18,27.76475559,2.242219681,safer,5.946748312
5140cbd2fdc9f04926002c63,15,25.94163506,2.407759857,safer,5.438985881
51414cd6fdc9f04926007423,12,27.85209647,2.474985988,safer,5.971073868
513f128dfdc9f0358700c9b7,12,20.75548947,2.814181172,safer,3.994577868
5140d38bfdc9f049260033e9,12,22.36363555,2.752243294,safer,4.442467161
513f31ecfdc9f0358700e015,12,28.97169671,2.607249883,safer,6.282896883
5140dbfcfdc9f04926003f6d,17,32.07595223,2.79195931,safer,7.147471828
51392a80818ede1296001190,12,18.21768901,2.741698969,safer,3.287767913
50f42c49fdc9f065f0001a29,16,26.44344136,2.297829096,safer,5.578745366
50f563fafdc9f065f0005f60,12,23.96625015,2.76795658,safer,4.888815866
50f5ee93fdc9f065f0008e98,13,25.44936407,2.55988413,safer,5.3018821
513d7c17fdc9f03587006da1,21,28.42316299,2.265925927,safer,6.130123212
